siren,siret,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsEtablissement,categorieEntreprise,codePostalEtablissement,codeCommuneEtablissement,dateCreationUniteLegale,categorieJuridiqueUniteLegale,etablissementSiege,etatAdministratifUniteLegale,APE_2_code,APE_niv_1,siret_count
480871490,48087149000029,64.30Z,N,O,22,2019.0,GE,75006.0,75106,2005-01-01,5699,True,A,64,K,2
481094480,48109448000045,66.30Z,N,N,12,2019.0,PME,75008.0,75108,2005-03-01,5710,True,A,66,K,4
481212561,48121256100312,52.24B,N,O,32,2019.0,ETI,38090.0,38530,2005-02-28,5710,True,A,52,H,43
481213692,48121369200090,28.11Z,N,O,41,2019.0,GE,91140.0,91661,2005-02-01,5710,True,A,28,C,9
482283694,48228369400024,46.34Z,N,O,42,2019.0,ETI,33290.0,33056,2005-04-13,5710,True,A,46,G,25
482435898,48243589800010,47.71Z,N,O,32,2019.0,ETI,59100.0,59512,2005-05-23,5710,True,A,47,G,83
482605771,48260577100104,30.30Z,N,O,42,2019.0,GE,78370.0,78490,2005-12-31,5710,True,A,30,C,14
482645058,48264505800181,49.39A,N,O,31,2019.0,ETI,38120.0,38382,2005-06-03,5710,True,A,49,H,19
483018370,48301837000013,28.25Z,N,O,42,2019.0,GE,1120.0,01262,2005-07-18,5306,True,A,28,C,41
483205647,48320564700033,49.42Z,,O,21,2019.0,PME,91700.0,91549,2005-07-01,5710,True,A,49,H,5
483247862,48324786200053,62.02A,O,O,12,2019.0,PME,75009.0,75109,2005-07-01,5460,True,A,62,J,5
483321378,48332137800026,58.29B,N,O,12,2019.0,PME,93100.0,93048,2005-07-19,5710,True,A,58,J,3
483479168,48347916800401,80.10Z,N,O,42,,GE,75015.0,75115,2005-07-20,5710,True,A,80,N,44
483598603,48359860300072,78.30Z,N,O,41,,ETI,75003.0,75103,2005-06-24,5202,True,A,78,N,7
483995189,48399518900014,82.20Z,N,O,41,2019.0,ETI,36000.0,36044,2005-10-01,5710,True,A,82,N,1
484085295,48408529500026,43.22B,N,O,11,2019.0,PME,31320.0,31113,2005-09-15,5710,True,A,43,F,3
484348487,48434848700253,62.02A,N,O,42,,ETI,75014.0,75114,2005-10-17,5710,True,A,62,J,33
484592522,48459252200029,82.20Z,N,N,41,2019.0,ETI,14460.0,14167,2005-10-01,5710,True,A,82,N,3
484920194,48492019400053,27.32Z,N,O,41,2019.0,ETI,77130.0,77305,2005-11-30,5710,True,A,27,C,15
484982012,48498201200037,71.12B,,N,21,2019.0,ETI,92500.0,92063,2005-10-25,5710,True,A,71,M,3
485197552,48519755200014,43.99A,N,O,42,2019.0,ETI,67100.0,67482,2005-11-21,5710,True,A,43,F,56
485720627,48572062700077,24.33Z,N,O,42,2019.0,GE,55800.0,55125,1957-01-01,5710,True,A,24,C,33
487469330,48746933000012,42.13A,N,O,41,2019.0,GE,13103.0,13094,2005-11-05,5710,True,A,42,F,20
487625436,48762543600018,64.19Z,O,O,51,2019.0,GE,80000.0,80021,2005-12-12,6596,True,A,64,K,254
487650632,48765063200309,52.10B,N,O,41,2019.0,GE,92270.0,92009,2005-12-06,5599,True,A,52,H,32
487706046,48770604600025,33.16Z,N,O,41,2019.0,ETI,33700.0,33281,2005-12-26,5710,True,A,33,C,5
487940769,48794076900333,49.39A,N,O,41,2019.0,GE,44100.0,44109,2005-12-21,5710,True,A,49,H,36
488172347,48817234700012,84.30A,,O,32,2019.0,ETI,21000.0,21231,2006-01-01,8140,True,A,84,O,5
488385907,48838590700024,21.10Z,N,O,41,2019.0,ETI,27100.0,27701,2006-01-31,5710,True,A,21,C,2
488411844,48841184400019,86.10Z,O,O,42,2019.0,ETI,75006.0,75106,2006-01-01,9220,True,A,86,Q,17
488498155,48849815500016,52.10B,N,N,00,,GE,59170.0,59163,2005-12-15,5710,True,C,52,H,15
488601337,48860133700048,62.02A,N,O,41,2019.0,ETI,75116.0,75116,2006-02-13,5710,True,A,62,J,4
488624255,48862425500144,88.10A,N,O,32,2019.0,ETI,68100.0,68224,2006-03-01,5499,True,A,88,Q,90
488727298,48872729800090,14.31Z,N,O,42,2019.0,ETI,92500.0,92063,2007-01-01,5710,True,A,14,C,44
488866591,48886659100040,70.22Z,,N,NN,,PME,78160.0,78372,2006-03-01,5499,True,C,70,M,4
489243881,48924388100013,30.20Z,N,O,41,2019.0,ETI,37700.0,37233,2006-03-31,5710,True,A,30,C,7
489455360,48945536000052,70.10Z,N,O,22,,GE,75008.0,75108,2006-03-29,5599,True,A,70,M,5
489682005,48968200500041,62.02A,N,O,32,2019.0,ETI,75009.0,75109,2006-04-01,5710,True,A,62,J,20
489938407,48993840700272,68.20A,,O,NN,,,92400.0,92026,2006-05-04,5699,True,C,68,L,27
490024049,49002404900028,71.20B,N,O,31,2019.0,ETI,30900.0,30189,2006-06-01,5710,True,A,71,M,14
490381753,49038175300055,66.29Z,N,O,42,2019.0,GE,93400.0,93070,2006-05-23,5710,True,A,66,K,5
490596384,49059638400027,71.12B,N,O,32,2019.0,ETI,92210.0,92064,2006-06-01,5710,True,A,71,M,18
491327375,49132737500011,82.20Z,N,O,41,2019.0,ETI,14000.0,14118,2006-08-21,5710,True,A,82,N,1
491371167,49137116700017,21.20Z,N,O,42,2019.0,ETI,91940.0,91692,2006-08-03,5599,True,A,21,C,5
491372702,49137270200010,30.12Z,N,O,51,2019.0,GE,85170.0,85081,2006-07-24,5599,True,A,30,C,19
491668893,49166889300010,10.71A,N,O,41,2019.0,ETI,35530.0,35327,2006-08-28,5710,True,A,10,C,2
492029475,49202947500075,74.90B,N,O,21,2019.0,PME,75008.0,75108,2006-09-11,5710,True,A,74,M,7
492497359,49249735900264,49.39A,N,O,41,2019.0,GE,54710.0,54328,2006-10-13,5710,True,A,49,H,31
492791306,49279130600037,51.10Z,,O,42,2019.0,GE,94310.0,94054,2006-11-10,5710,True,A,51,H,3
492826417,49282641700015,64.19Z,O,O,51,2019.0,GE,34970.0,34129,2006-11-15,6596,True,A,64,K,270
493191407,49319140700011,49.41A,N,O,51,2019.0,GE,69400.0,69264,2006-11-20,5710,True,A,49,H,104
493254908,49325490800020,17.21A,N,O,51,2019.0,GE,94160.0,94067,2006-12-12,5710,True,A,17,C,34
493265284,49326528400015,46.46Z,N,O,42,2019.0,ETI,76000.0,76540,2006-12-04,5710,True,A,46,G,40
493318067,49331806700029,47.11D,N,O,41,2019.0,GE,81370.0,81271,2006-11-24,5499,True,A,47,G,275
493318380,49331838000026,47.11D,N,O,41,2019.0,GE,84300.0,84035,2008-02-01,5499,True,A,47,G,147
493323406,49332340600055,47.71Z,N,O,21,,GE,92400.0,92026,2005-12-11,5710,True,A,47,G,5
493385785,49338578500016,27.52Z,N,O,32,2019.0,ETI,57380.0,57209,2006-12-20,5710,True,A,27,C,2
493394662,49339466200024,82.19Z,N,O,42,2019.0,ETI,93420.0,93078,2006-12-10,5710,True,A,82,N,14
493418545,49341854500056,71.12B,N,O,41,2019.0,ETI,92100.0,92012,2006-10-20,5710,True,A,71,M,5
493431142,49343114200030,28.12Z,N,N,31,2019.0,ETI,60410.0,60667,2006-12-19,5710,True,C,28,C,3
493455042,49345504200025,64.19Z,N,O,51,2019.0,GE,75013.0,75113,2006-12-19,5699,True,A,64,K,18
493462154,49346215400052,86.10Z,N,O,32,2019.0,GE,64100.0,64102,2006-12-22,5710,True,A,86,Q,5
493479489,49347948900020,52.23Z,N,O,32,2019.0,GE,6200.0,06088,2006-12-20,5699,True,A,52,H,3
493519904,49351990400038,86.90B,N,O,41,2019.0,GE,69007.0,69387,2006-12-26,5785,True,A,86,Q,5
493844252,49384425200350,87.20A,O,O,42,2019.0,ETI,19200.0,19275,2007-01-01,9300,True,A,87,Q,41
493983431,49398343100013,47.71Z,N,O,41,,ETI,35400.0,35288,2009-03-25,5710,True,A,47,G,242
494887631,49488763100021,10.92Z,N,O,41,2019.0,GE,45550.0,45273,2007-03-12,5710,True,A,10,C,3
494887854,49488785400037,10.82Z,N,O,42,2019.0,GE,67500.0,67180,2007-03-12,5710,True,A,10,C,4
494956774,49495677400744,49.41B,N,O,51,2019.0,GE,93350.0,93013,2007-03-19,5710,True,A,49,H,108
496680018,49668001800041,10.11Z,N,O,51,2019.0,GE,22330.0,22046,1966-01-01,5710,True,A,10,C,9
497380980,49738098000068,47.91A,N,O,32,2019.0,GE,29800.0,29181,1976-01-01,5710,True,A,47,G,75
497930164,49793016400106,71.12B,N,O,12,2019.0,ETI,31500.0,31555,2007-04-02,5499,True,A,71,M,13
498903194,49890319400047,70.22Z,N,O,02,2019.0,PME,75009.0,75109,2007-06-27,5710,True,A,70,M,4
499529121,49952912100018,82.20Z,N,O,41,2019.0,ETI,35370.0,35109,2007-08-07,5710,True,A,82,N,1
499665537,49966553700019,56.10C,N,O,41,2019.0,GE,78280.0,78297,2007-07-18,5710,True,A,56,I,19
500119995,50011999500032,62.01Z,N,O,11,2019.0,PME,75003.0,75103,2007-09-11,5710,True,A,62,J,4
500168463,50016846300031,46.73A,N,O,41,2019.0,ETI,93150.0,93007,2007-09-21,5710,True,A,46,G,95
500569405,50056940503239,47.64Z,N,O,53,2019.0,GE,59650.0,59009,2007-10-05,5710,True,A,47,G,407
500993969,50099396900012,56.10C,N,O,41,,GE,78280.0,78297,2007-10-26,5710,True,A,56,I,24
500994199,50099419900015,56.10C,N,O,32,,GE,78280.0,78297,2007-10-26,5710,True,A,56,I,22
501018279,50101827900023,49.31Z,N,O,41,2019.0,GE,51100.0,51454,2007-11-16,5710,True,A,49,H,2
501137483,50113748300019,56.10C,N,O,41,,GE,78280.0,78297,2007-10-26,5710,True,A,56,I,23
501214837,50121483700129,46.18Z,N,O,12,2019.0,ETI,30900.0,30189,2007-12-01,5710,True,C,46,G,21
501434898,50143489800026,47.11D,N,O,41,2019.0,GE,51390.0,51282,2007-12-11,5499,True,A,47,G,105
501447288,50144728800025,47.11D,N,O,41,2019.0,GE,57365.0,57193,2007-12-11,5499,True,A,47,G,112
501602916,50160291600204,47.71Z,N,O,41,,ETI,75003.0,75103,2007-12-14,5710,True,A,47,G,26
501645196,50164519600020,10.51C,N,O,42,2019.0,ETI,92800.0,92062,2007-12-13,5308,True,A,10,C,15
501683460,50168346000015,52.29B,N,O,32,,GE,75009.0,75109,2007-12-20,5710,True,A,52,H,5
501689558,50168955800143,01.62Z,N,O,32,,,35530.0,35207,2007-08-14,5710,True,A,1,A,14
501719413,50171941300012,16.10A,,O,32,2019.0,ETI,40210.0,40094,2007-12-10,5710,True,A,16,C,11
502567373,50256737300035,74.90B,N,O,02,2019.0,PME,13160.0,13027,2008-01-15,5710,True,A,74,M,4
503110835,50311083500025,81.22Z,N,O,11,2019.0,PME,91140.0,91661,2008-03-01,5499,True,A,81,N,2
503681801,50368180100935,46.21Z,O,O,42,2019.0,GE,45160.0,45232,2008-03-28,6317,True,A,46,G,252
503975864,50397586400011,62.01Z,N,N,03,,PME,,,2008-04-07,3120,True,A,62,J,6
504313032,50431303200022,23.13Z,N,O,51,2019.0,ETI,62510.0,62040,2008-05-14,5710,True,A,23,C,6
504514555,50451455500656,66.19B,N,O,42,2019.0,GE,44000.0,44109,2008-05-07,6220,True,A,66,K,93
504538745,50453874500077,72.19Z,N,O,41,2019.0,ETI,91190.0,91538,2008-06-03,5710,True,A,72,M,8
504726787,50472678700030,38.21Z,N,O,42,2019.0,GE,67300.0,67447,2008-06-13,5710,True,A,38,E,96
504941337,50494133700017,72.19Z,N,O,42,2019.0,GE,38000.0,38185,2008-06-17,5710,True,A,72,M,2
506950211,50695021100025,46.69B,N,O,41,2019.0,ETI,89330.0,89348,1969-01-01,5499,True,A,46,G,9
507500635,50750063500010,17.22Z,N,O,41,2019.0,ETI,59166.0,59098,2008-08-01,5710,True,A,17,C,2
508031523,50803152300022,17.21A,N,O,41,2019.0,ETI,68320.0,68172,2008-09-01,5710,True,A,17,C,3
508102159,50810215900029,46.73A,N,O,42,2019.0,GE,73000.0,73065,2008-09-15,5710,True,A,46,G,75
508513785,50851378500016,10.11Z,N,O,52,,GE,29300.0,29233,2008-09-26,5710,True,A,10,C,27
509346391,50934639100014,01.49Z,,N,NN,,,43120.0,43137,2008-12-01,1000,True,A,1,A,1
509378386,50937838600064,24.43Z,N,O,41,,ETI,93100.0,93048,2008-11-28,5710,True,A,24,C,6
509447892,50944789200019,33.11Z,N,O,32,2019.0,GE,78280.0,78297,2008-12-15,5710,True,A,33,C,11
509530770,50953077000338,56.10A,N,O,41,,GE,59260.0,59346,2008-12-17,5710,True,A,56,I,34
509553459,50955345900033,11.02A,N,O,51,,GE,51200.0,51230,2008-12-12,5599,True,A,11,C,16
509678959,50967895900024,70.10Z,,O,41,2019.0,ETI,33290.0,33056,2008-12-23,5710,True,A,70,M,2
509778544,50977854400049,70.22Z,N,O,12,2019.0,PME,6560.0,06152,2009-01-05,5710,True,A,70,M,4
509873543,50987354300045,55.10Z,N,O,41,2019.0,ETI,75116.0,75116,2009-01-12,5710,True,A,55,I,4
511070427,51107042700014,10.51D,N,O,41,2019.0,GE,29260.0,29179,2009-02-17,5710,True,A,10,C,2
511302069,51130206900014,22.11Z,N,O,41,2019.0,ETI,80080.0,80021,2009-03-12,5710,True,A,22,C,1
511316291,51131629100026,29.20Z,N,O,41,2019.0,ETI,1380.0,01343,2009-03-16,5710,True,A,29,C,9
511746356,51174635600019,27.12Z,N,O,32,2019.0,GE,92500.0,92063,2009-04-08,5710,True,A,27,C,58
512611781,51261178100299,65.12Z,O,O,32,2019.0,GE,84000.0,84007,2009-03-30,8210,True,A,65,K,84
512616798,51261679800041,62.02B,N,O,12,2019.0,GE,92800.0,92062,2009-05-14,5202,True,C,62,J,7
513254227,51325422700038,70.22Z,N,O,12,2019.0,ETI,13003.0,13203,2009-05-18,5710,True,A,70,M,5
513634808,51363480800010,25.50B,N,O,42,,ETI,93420.0,93078,2009-07-08,5710,True,C,25,C,12
514032655,51403265500011,82.20Z,N,O,41,2019.0,ETI,71300.0,71306,2009-07-22,5710,True,A,82,N,1
514080837,51408083700016,49.41B,N,O,52,,GE,75015.0,75115,2009-07-30,5710,True,A,49,H,83
514111145,51411114500017,52.10B,N,O,41,,GE,75015.0,75115,2009-07-30,5710,True,A,52,H,14
514368034,51436803400047,42.12Z,N,O,41,2019.0,GE,75009.0,75109,2009-08-14,5710,True,A,42,F,4
515090686,51509068600012,84.30A,,O,41,2019.0,ETI,49100.0,49007,2010-01-01,8110,True,A,84,O,15
515102135,51510213500016,84.30A,N,O,41,2019.0,ETI,62000.0,62041,2010-01-01,8120,True,A,84,O,16
515130599,51513059900027,94.99Z,O,O,41,2019.0,ETI,59700.0,59378,2007-08-27,9220,True,A,94,S,31
515131431,51513143100014,84.30A,N,O,41,2019.0,ETI,68000.0,68066,2010-01-01,8110,True,A,84,O,17
515163749,51516374900010,84.30A,,O,41,2019.0,ETI,44200.0,44109,2010-01-01,8110,True,A,84,O,3
515260883,51526088300217,84.30A,N,O,41,,ETI,57000.0,57463,2010-01-01,8110,True,A,84,O,22
515450088,51545008800064,30.30Z,N,O,42,,GE,78370.0,78490,1963-01-01,5710,True,A,30,C,6
517390183,51739018300013,84.30A,,O,41,2019.0,ETI,60000.0,60057,2010-01-01,8110,True,A,84,O,1
517405783,51740578300013,84.30A,,O,41,2019.0,ETI,54000.0,54395,2010-01-01,8110,True,A,84,O,15
517442125,51744212500012,84.30A,,O,41,2019.0,ETI,67000.0,67482,2010-01-01,8110,True,A,84,O,14
517465928,51746592800011,84.30A,N,O,42,2019.0,ETI,69100.0,69266,2010-01-01,8110,True,A,84,O,10
517501276,51750127600011,84.30A,,O,41,2019.0,ETI,76100.0,76540,2010-01-01,8110,True,A,84,O,4
517529830,51752983000013,84.30A,N,O,41,2019.0,ETI,29200.0,29019,2010-01-01,8110,True,A,84,O,14
517583423,51758342300010,84.30A,N,O,41,2019.0,ETI,59000.0,59350,2010-01-01,8110,True,A,84,O,6
517585154,51758515400019,66.22Z,,O,NN,,,75015.0,75115,2009-10-09,5710,True,C,66,K,5
517608139,51760813900013,84.30A,N,O,41,2019.0,ETI,34000.0,34172,2010-01-01,8110,True,A,84,O,17
517614939,51761493900018,84.30A,,O,41,2019.0,ETI,59300.0,59606,2010-01-01,8110,True,A,84,O,13
518201710,51820171000028,42.22Z,N,O,41,2019.0,GE,69480.0,69005,2009-10-29,5710,True,A,42,F,18
518515416,51851541600015,81.21Z,N,O,51,,GE,35510.0,35051,2009-11-23,5710,True,A,81,N,38
518515564,51851556400038,81.21Z,N,O,42,2019.0,ETI,92000.0,92050,2009-11-23,5710,True,A,81,N,3
518720925,51872092500032,71.20B,N,O,51,2019.0,GE,13016.0,13216,2009-12-03,5710,True,A,71,M,99
518898069,51889806900019,84.30A,,O,41,2019.0,ETI,13008.0,13208,2010-01-01,8140,True,A,84,O,3
519022586,51902258600019,81.21Z,N,O,41,2019.0,GE,86130.0,86115,2010-01-01,5710,True,A,81,N,8
519029573,51902957300028,24.42Z,N,O,41,2019.0,ETI,73300.0,73248,2009-12-21,5710,True,A,24,C,4
519091789,51909178900023,49.41A,N,O,41,2019.0,GE,78930.0,78291,2009-12-24,5710,True,A,49,H,11
519319651,51931965100013,62.01Z,N,O,41,2019.0,GE,74940.0,74010,2009-12-01,5710,True,A,62,J,24
519482152,51948215200013,84.30A,,O,41,2019.0,ETI,59160.0,59128,2010-04-01,8140,True,A,84,O,2
519685085,51968508500010,62.02A,N,N,00,2019.0,ETI,44800.0,44162,2010-01-20,5710,True,C,62,J,15
519819478,51981947800016,70.22Z,,O,01,2019.0,PME,51490.0,51440,2009-10-01,5710,True,A,70,M,2
519881791,51988179100163,81.21Z,N,O,42,,ETI,60100.0,60175,2010-02-01,5710,True,A,81,N,19
520335514,52033551400011,84.30A,N,O,41,2019.0,ETI,48000.0,48095,2010-04-01,8140,True,A,84,O,6
521320408,52132040800573,62.02B,N,O,42,2019.0,GE,75012.0,75112,2010-03-18,5202,True,A,62,J,62
521676155,52167615500018,84.30A,,O,32,2019.0,ETI,85000.0,85191,2010-04-01,8140,True,A,84,O,2
521826107,52182610700018,84.30A,,O,41,2019.0,ETI,35170.0,35047,2010-04-01,8140,True,A,84,O,2
523394724,52339472400018,28.12Z,N,O,42,2019.0,ETI,74100.0,74305,2010-06-25,5710,True,A,28,C,20
523644615,52364461500057,71.12B,N,O,11,,PME,33600.0,33318,2010-07-01,5710,True,A,71,M,7
523676245,52367624500120,81.21Z,O,O,41,,ETI,29600.0,29254,2001-07-01,9220,True,A,81,N,14
524334943,52433494300502,36.00Z,N,O,42,2019.0,GE,92000.0,92050,2010-07-29,5202,True,A,36,E,51
524544939,52454493900068,64.20Z,,O,NN,,,75001.0,75101,2010-08-24,5710,True,C,64,K,6
525105607,52510560700036,82.20Z,N,O,41,2019.0,ETI,60610.0,60338,2010-09-21,5710,True,A,82,N,3
525361465,52536146500012,10.85Z,N,O,41,2019.0,GE,86110.0,86160,2010-09-27,5710,True,A,10,C,3
525580130,52558013000017,47.11D,N,O,51,2019.0,ETI,17100.0,17415,1973-01-01,5651,True,A,47,G,452
525721189,52572118900013,23.13Z,N,O,42,2019.0,ETI,60960.0,60233,1957-01-01,5710,True,A,23,C,3
527860555,52786055500012,28.92Z,N,O,41,2019.0,GE,68000.0,68066,2010-10-01,5710,True,A,28,C,1
527866198,52786619800015,88.10A,N,O,41,2019.0,ETI,46000.0,46042,2010-11-01,5515,True,A,88,Q,1
528194434,52819443400015,52.23Z,N,O,32,2019.0,ETI,97438.0,97418,2010-11-02,5699,True,A,52,H,1
528365125,52836512500053,11.05Z,N,O,41,2019.0,ETI,67210.0,67348,2010-09-30,5710,True,A,11,C,6
528449598,52844959800051,49.31Z,N,N,00,2019.0,GE,92130.0,92040,2010-10-27,5710,True,A,49,H,5
528858129,52885812900059,62.02A,N,O,21,2019.0,PME,92800.0,92062,2011-01-03,5710,True,A,62,J,5
529075194,52907519400033,80.10Z,N,O,41,2019.0,ETI,69540.0,69100,2011-01-02,5710,True,A,80,N,7
529192304,52919230400028,52.29B,N,O,32,2019.0,GE,59510.0,59299,2010-12-08,5710,True,A,52,H,15
529219040,52921904000035,65.11Z,N,N,41,2019.0,GE,92320.0,92020,2010-12-16,5599,True,A,65,K,3
529221749,52922174900011,19.20Z,N,O,51,2019.0,GE,92400.0,92026,2010-12-10,5710,True,A,19,C,12
529268393,52926839300012,29.32Z,N,O,41,2019.0,ETI,93700.0,93029,2010-12-29,5710,True,A,29,C,2
529389520,52938952000014,81.21Z,N,O,32,2019.0,ETI,95310.0,95572,2010-12-15,5710,True,A,81,N,12
530675222,53067522200018,52.10B,N,O,51,2019.0,GE,59650.0,59009,2011-02-01,5710,True,A,52,H,21
531680445,53168044500024,46.71Z,N,O,42,2019.0,GE,92000.0,92050,2011-03-25,5710,True,A,46,G,262
532000783,53200078300037,62.01Z,N,O,12,2019.0,GE,75010.0,75110,2011-04-13,5710,True,A,62,J,3
532254307,53225430700038,86.10Z,,O,42,2019.0,ETI,49100.0,49007,2011-01-01,9900,True,A,86,Q,3
533247979,53324797900016,10.81Z,O,O,51,2019.0,GE,2390.0,02575,2011-06-23,6318,True,A,10,C,20
533667622,53366762200013,42.11Z,N,N,,,PME,67530.0,67428,2011-07-01,5499,True,A,42,F,2
534089529,53408952900018,84.30C,,O,41,2019.0,ETI,34070.0,34172,2011-11-08,8110,True,A,84,O,20
534092499,53409249900019,84.30C,N,O,41,2019.0,ETI,76600.0,76351,2011-10-20,8110,True,A,84,O,5
534175179,53417517900074,84.30C,,O,42,2019.0,ETI,59000.0,59350,2011-11-23,8110,True,A,84,O,19
534214051,53421405100011,84.30C,N,O,41,2019.0,ETI,62000.0,62041,2011-10-20,8110,True,A,84,O,20
535104756,53510475600015,84.30A,N,O,41,2019.0,ETI,44200.0,44109,2012-01-01,8110,True,A,84,O,10
535113062,53511306200124,68.20B,N,O,11,2019.0,PME,69007.0,69387,2011-09-29,5710,True,A,68,L,17
535146500,53514650000017,84.30A,,O,41,2019.0,ETI,31670.0,31254,2012-01-01,8110,True,A,84,O,9
535354906,53535490600047,70.22Z,N,O,22,2019.0,ETI,69003.0,69383,2011-10-11,5710,True,A,70,M,5
535420533,53542053300015,46.46Z,N,O,42,2019.0,ETI,90000.0,90010,1954-01-01,5599,True,A,46,G,32
537020216,53702021600116,81.21Z,N,O,41,2019.0,GE,63100.0,63113,1981-03-02,5710,True,A,81,N,14
537978603,53797860300018,49.39B,N,N,00,2019.0,GE,45800.0,45284,2011-10-15,5710,True,A,49,H,7
538518473,53851847300011,65.12Z,O,O,51,2019.0,GE,75015.0,75115,2011-11-26,8210,True,A,65,K,480
538567793,53856779300020,49.31Z,N,O,41,2019.0,ETI,57050.0,57463,2011-12-09,5515,True,A,49,H,2
538678277,53867827700020,94.99Z,O,O,02,2019.0,PME,75010.0,75110,2011-11-01,9300,True,A,94,S,2
538695040,53869504000120,20.16Z,N,O,42,2019.0,ETI,69008.0,69388,2011-12-21,5710,True,A,20,C,12
538760125,53876012500012,22.22Z,N,O,41,2019.0,ETI,13400.0,13005,2012-01-02,5710,True,A,22,C,1
539748673,53974867300016,71.12B,,O,12,2019.0,PME,44300.0,44109,2012-02-02,5710,True,A,71,M,1
542001193,54200119300698,71.12B,N,O,41,,GE,13290.0,13001,1954-01-01,5710,True,A,71,M,55
542009824,54200982400369,01.11Z,N,O,41,2019.0,,63360.0,63322,1954-01-01,5710,True,A,1,A,28
542014428,54201442800792,10.83Z,N,O,51,,GE,92130.0,92040,1980-01-01,5710,True,A,10,C,74
542016381,54201638101328,64.19Z,N,O,51,2019.0,GE,75009.0,75109,1954-01-01,5599,True,A,64,K,414
542016654,54201665404132,71.20B,N,O,NN,,,78280.0,78297,1954-01-01,5699,True,C,71,M,279
542016951,54201695103266,81.22Z,N,O,53,,GE,92400.0,92026,1954-01-01,5710,True,A,81,N,315
542029848,54202984803947,64.19Z,N,O,42,,GE,75013.0,75113,1954-01-01,5599,True,A,64,K,303
542034921,54203492116871,70.10Z,N,O,42,2019.0,GE,92800.0,92062,1954-01-01,5710,True,A,70,M,1566
542035753,54203575300087,22.19Z,N,O,42,,GE,75008.0,75108,1954-01-01,5202,True,A,22,C,11
542042486,54204248600119,58.14Z,N,O,42,2019.0,ETI,92120.0,92049,1954-01-01,5699,True,A,58,J,10
542044524,54204452400818,64.92Z,N,O,52,2019.0,GE,75013.0,75113,1954-01-01,5599,True,A,64,K,90
542050794,54205079400131,28.11Z,N,O,41,,ETI,60290.0,60342,1984-07-05,5710,True,A,28,C,9
542051180,54205118000066,70.10Z,N,O,51,2019.0,GE,92400.0,92026,1954-01-01,5800,True,A,70,M,16
542051826,54205182600346,70.10Z,N,O,32,2019.0,GE,75008.0,75108,1954-01-01,5599,True,A,70,M,29
542057336,54205733600738,43.99A,N,O,32,2019.0,ETI,94200.0,94041,1954-01-01,5710,True,A,43,F,45
542062617,54206261700031,41.20B,N,O,32,2019.0,ETI,75005.0,75105,1954-01-01,5599,True,A,41,F,6
542065479,54206547900926,29.10Z,N,O,53,2019.0,GE,78300.0,78498,1954-01-01,5710,True,A,29,C,137
542069158,54206915800518,46.75Z,N,O,42,2019.0,ETI,92300.0,92044,1900-01-01,5710,True,A,46,G,42
542070958,54207095800021,20.59Z,N,O,41,2019.0,GE,76100.0,76540,1955-01-01,5710,True,A,20,C,7
542073580,54207358000046,65.12Z,N,O,51,2019.0,GE,79180.0,79081,1954-01-01,5599,True,A,65,K,1143
542074976,54207497600011,80.10Z,N,O,51,2019.0,ETI,75006.0,75106,1954-01-01,5710,True,A,80,N,16
542076799,54207679900148,96.03Z,N,O,52,2019.0,GE,75019.0,75119,1954-01-01,5599,True,A,96,S,2915
542083704,54208370400529,32.50A,N,O,41,2019.0,ETI,21850.0,21540,1977-01-01,5710,True,A,32,C,113
542084454,54208445400611,46.71Z,N,O,32,2019.0,ETI,92800.0,92062,1954-01-01,5710,True,A,46,G,56
542091186,54209118600073,14.31Z,N,O,41,2019.0,ETI,92300.0,92044,1955-01-01,5710,True,A,14,C,9
542093166,54209316600164,25.62B,,O,NN,,,37100.0,37261,1954-01-01,5710,True,C,25,C,15
542094750,54209475000081,29.32Z,N,O,41,2019.0,ETI,67100.0,67482,1998-12-28,5710,True,A,29,C,10
542095336,54209533617694,47.62Z,N,O,42,,GE,92300.0,92044,1981-11-16,5202,True,A,47,G,1674
542097522,54209752203309,64.19Z,N,O,51,,GE,91300.0,91377,1954-01-01,5599,True,A,64,K,241
542097944,54209794400681,25.21Z,N,O,41,2019.0,GE,93700.0,93029,1954-01-01,5710,True,A,25,C,67
542104245,54210424501419,64.19Z,N,O,42,,GE,75008.0,75108,1954-01-01,5599,True,A,64,K,122
542107651,54210765113030,35.23Z,N,O,51,2019.0,GE,92400.0,92026,1954-01-01,5599,True,A,35,D,1400
542107800,54210780003943,43.29B,N,O,51,,GE,92800.0,92062,1954-01-01,5306,True,A,43,F,350
542820352,54282035201283,64.19Z,O,O,42,2019.0,GE,21000.0,21231,1942-01-01,5560,True,A,64,K,255
542880125,54288012500019,14.14Z,N,O,42,2019.0,ETI,10000.0,10387,1954-01-01,5710,True,A,14,C,32
544800592,54480059200021,21.20Z,N,O,32,2019.0,ETI,37210.0,37281,1954-01-01,5710,True,A,21,C,1
545550378,54555037800016,28.15Z,N,O,41,2019.0,GE,85530.0,85039,1955-01-01,5710,True,A,28,C,3
545620114,54562011400011,28.25Z,N,O,41,2019.0,GE,1350.0,01138,1956-01-01,5599,True,A,28,C,62
546650367,54665036700016,10.12Z,N,O,42,2019.0,GE,85250.0,85215,1966-01-01,5710,True,A,10,C,19
