annee_secteur,FraisPersonnel_secteur,Salaries_tps_plein_secteur,CA_exportation_secteur,CA_hors_taxe_secteur,EBE_secteur,VA_et_autres_prdts_charges_secteur,eges_secteur,energie_secteur,transport_secteur,agri_indusmanu_secteur,autre_secteur
2020,84532.11511926669,2.990528284506792,73100.22168961613,437418.6487323303,32283.33956145555,125737.81920786084,16.869837337997726,0,0,0,1
2020,60980.144403710794,1.5562570779639777,52733.355462438514,315546.9649249792,23288.695728410716,90705.29421255951,8.780348100219685,0,0,0,1
2020,282483.1023556452,33.39561080585997,244280.855585284,1461732.9372131152,107882.05051836174,420181.24358010147,1578.7184668611478,0,1,0,0
2020,155397.2772337646,10.106278290211042,134381.77194222173,804116.4819828809,59347.18492238277,231146.64435693854,19.826809389937694,0,0,0,1
2020,279001.7088602308,32.57753119482604,241270.27628125832,1443718.1692598807,106552.48472906457,415002.8232211618,34.28807852905669,0,0,0,1
2020,358548.07670562074,53.802101220243024,310059.0096034703,1855337.6429404204,136931.73645380777,533324.5617068699,43.594714377906236,0,0,0,1
2020,187647.18953544012,14.736303965467656,162270.2937826724,970996.4073323396,71663.62664625555,279116.97654058476,23.599931885390795,0,0,0,1
2020,78053.02590184183,2.549669747598975,67497.34688313198,403892.04826215893,29808.935165446084,116100.45774467317,10.77781316741791,0,0,0,1
2020,189055.64677719428,14.958352034075576,163488.2750962514,978284.589612129,72201.5252109512,281211.9950051745,23.76471626226088,0,0,0,1
2020,267327.40575754165,29.908278113047153,231174.77419102562,1383308.490868833,102093.99589703053,397637.8086248439,32.9222275077128,0,0,0,1
2020,80636.87551956442,2.721271202969814,69731.76370331515,417262.3987699763,30795.72337566636,119943.82089292892,11.080114179163314,0,0,0,1
2020,273426.19737186644,31.288496024642438,236448.78180833062,1414867.208914325,104423.16227742942,406709.4940583201,33.63576395456677,0,0,0,1
2020,173750.6251511706,12.634474825969313,150253.06298487599,899087.4481585077,66356.4424344086,258446.44561048358,21.974084373083745,0,0,0,1
